"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data PublicaçãoDOU";"Data Abertura";"Valor Licitação"
"000252013";"250057/620/2011";"Objeto: Pregão Eletrônico -  Aquisição de materiais diversos (mobiliário p/ central de diiluição de fármacos).";"Pregão - Registro de Preço";"Evento de Revogação Publicado";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"250057";"INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA";"RIO DE JANEIRO";"22/01/2013";"04/02/2013";"0,00"
"000052013";"005/2013";"Objeto: Serviços de audio, vídeo e foto.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160366";"13 GRUPO DE ARTILHARIA DE CAMPANHA";"CACHOEIRA DO SUL";"01/01/1900";"";"3000,00"
"000012013";"72100000006201392";"Objeto: Solicitação de Coffe Break a ser servido durante o treinamento sobre Produtos e Destinos do Turismo no Brasil para Jovens Embaixadores dos Estados Unidos";"Dispensa de Licitação";"Encerrado";"54000";"MINISTERIO DO TURISMO";"20604";"INSTITUTO BRASILEIRO DE TURISMO";"185001";"INSTITUTO BRASILEIRO DE TURISMO";"BRASILIA";"01/01/1900";"";"1000,00"
"000052013";"0083/2013";"Objeto: Aquisição de luvas Cirúrgicas.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26240";"UNIVERSIDADE FEDERAL DA PARAIBA";"153071";"HOSPITAL UNIVERSITARIO LAURO WANDERLEY-UFPB";"JOAO PESSOA";"01/01/1900";"11/01/2013";"5422,00"
"000052013";"23154000044201312";"Objeto: Serviço de controle leiteiro e registro genealógico de bovinos da raça holandesa do IFES - Campus Itapina, para o período de janeiro a dezembro de 2013.";"Inexigibilidade de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26406";"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO";"158424";"INST.FED. ESPIRITO SANTO/CAMPUS ITAPINA";"COLATINA";"01/01/1900";"";"7800,00"
"285012013";"2012NE00043";"Objeto: Serviço de água";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26244";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"PORTO ALEGRE";"01/01/1900";"";"7990,00"
"000402013";"001107/2013-70";"Objeto: Locação de bens móveis.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26235";"UNIVERSIDADE FEDERAL DE GOIAS";"153052";"UNIVERSIDADE FEDERAL DE GOIAS";"GOIANIA";"01/01/1900";"";"3400,00"
"000082013";"23083000441201367";"Objeto: Contratação de serviços de assistência social";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26249";"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"153166";"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"SEROPEDICA";"01/01/1900";"";"600,00"
"103212013";"23106.010321/2013";"Objeto: Locacao de espaco fisico destinado a realizacao do concurso ANP/2012.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154079";"CENTRO DE SEL.E DE PROMOçãO DE EVENTOS";"BRASILIA";"01/01/1900";"";"5259,75"
"000062013";"7";"Objeto: Despesa com serviço de telefonia móvel.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160321";"ESTABELECIMENTO CENTRAL DE TRANSPORTE";"RIO DE JANEIRO";"01/01/1900";"";"1000,00"
"000132012";"35344000389201229";"Objeto: Fornecimento de energia elétrica para a agência da Previdência Social em Braço do NOrte.";"Dispensa de Licitação";"Publicado";"55000";"MINISTERIO DO DESENVOLVIMENTO SOCIAL";"37202";"INSTITUTO NACIONAL DO SEGURO SOCIAL";"510188";"GERÊNCIA EXECUTIVA CRICIÚMA";"CRICIUMA";"06/02/2013";"";"27972,60"
"000092013";"11131720085201308";"Objeto: Contratação de serviço especializado em manutenção preventiva geral de ar condicionado, instalação de 4 centrais split 18.000 Btu's, colocação de gás em 2 centrais de 9.000 Btu's, troca de um ramal elétrico em curto e serviço de eletricidade em ramal de alimentação de luminárias.";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170108";"ALFANDEGA DA RFB PORTO DE FORTALEZA";"FORTALEZA";"01/01/1900";"";"4190,00"
"000022013";"6761701068201213";"Objeto: Pregão Eletrônico -  O objeto desta licitação é a contratação de serviço continuado de lavanderia envolvendo o processamento de roupas e tecidos em geral em todas as suas etapas, desde seu recolhimento até seu retorno em ideais condições de reuso, sob situações higiênicas   sanitárias adequadas, com execução mediante o regime de empreitada por preço unitário, para atender às necessidades do Serviço Regional de Proteção ao Vôo de São Paulo, conforme especificações e quantitativos estabelecidos no Termo de";"Pregão";"Evento de Resultado de Julgame";"52000";"MINISTERIO DA DEFESA";"52111";"COMANDO DA AERONAUTICA";"120069";"SERVICO REGIONAL DE PROTECAO AO VOO SAO PAULO";"SAO PAULO";"31/01/2013";"15/02/2013";"263185,00"
"160022013";"231060160022013";"Objeto: Aquisição de anticorpo.";"Inexigibilidade de Licitação";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"BRASILIA";"23/01/2013";"";"547,00"
"000052013";"PA-006-7ªICFEX";"Objeto: Prestação de serviço com Correios para o exercício de 2013";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160189";"7  INSPETORIA DE CONTABILIDADE E FINANCAS";"RECIFE";"01/01/1900";"";"300,00"
"000032013";"64121000460201377";"Objeto: Contratação de prestação de serviço de publicação.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160167";"53 BATALHAO DE INFANTARIA DE SELVA";"ITAITUBA";"01/01/1900";"";"92,00"
"000032013";"25100002091201181";"Objeto: Contratação de empresa de engenharia especializada para elaboração de Projeto Básico para adequação e reforma de rede elétrica de baixa tensão normal, rede elétrica de baixa tensão ininterrupta, rede de energia de emergência, sistema de automação predial e sistema de detecção e alarme de incêndio, para o Edifício Sede da FUNASA localizado em Brasília/DF.";"Dispensa de Licitação";"Publicado";"36000";"MINISTERIO DA SAUDE";"36211";"FUNDACAO NACIONAL DE SAUDE";"255000";"FUNDACAO NACIONAL DE SAUDE - DF";"BRASILIA";"24/01/2013";"";"13900,00"
"000102013";"00010/2013";"Objeto: Contratação de empresa para dedetização e desratização  do CPOR/CMBH.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160523";"CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH";"BELO HORIZONTE";"01/01/1900";"";"6000,00"
"000012013";"08620.43473/12-58";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para o fornecimento, durante o exercício de 2013, de água mineral natural, de fonte natural, sem gás, de procedência e validade para consumo de até 3 (três) meses, envasada mecanicamente em garrafões de plástico de policarbonato transparente, de capacidade de 20 litros, com lacre de segurança, com selo ou rótulo aprovado pelo DNPM e com registro no Ministério da Saúde, a ser fornecida de forma parcelada.";"Pregão";"Publicado";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30202";"FUNDACAO NACIONAL DO INDIO";"194035";"FUNAI-SEDE BRASILIA/DF";"BRASILIA";"18/01/2013";"06/02/2013";"31193,60"
"000032013";"23076046808201205";"Objeto: Pregão Eletrônico -  Registro de preços visando a aquisição de papel grau cirúrgico para atender o HC/UFPE.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"MINISTERIO DA EDUCACAO";"26242";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"RECIFE";"10/01/2013";"22/01/2013";"0,00"
"000072013";"PL 007/SG4/2013";"Objeto: Serviço de Seleção e Treinamento.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160089";"SECRETARIA DE ECONOMIA E FINANCAS";"BRASILIA";"01/01/1900";"";"990,00"
"000022013";"002/2013";"Objeto: Seguro para licenciamento anual das viaturas do CMDO da 8ªRM-8ª DE, CRO/8, CIA CMDO 8ªRM-8ªDE e 41º CT.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160163";"COMANDO DA 8 REGIAO MILITAR/8 DE";"BELEM";"01/01/1900";"";"3348,00"
"000012013";"484049400003";"Objeto: Atender despesas com serviços prestados ref. a telefonia móvel para Superintendencia do DNPM/PE, no exercicio de 2013.";"Dispensa de Licitação";"Publicado";"32000";"MINISTERIO DE MINAS E ENERGIA";"32263";"DEPARTAMENTO NACIONAL DE PRODUCAO MINERAL";"323006";"SUPERINTENDÊNCIA DO DNPM-PE";"RECIFE";"18/01/2013";"";"5000,00"
"000022013";"23393000012201396";"Objeto: Pagamento Serviço Metrológico";"Inexigibilidade de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26410";"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG";"158378";"INST.FED.DO NORTE DE MG/CAMPUS JANUARIA";"JANUARIA";"01/01/1900";"";"2000,00"
"000142013";"12500000020201351";"Objeto: ATENDER DESPESAS COM LOCAçãO DE SALAS DE AULAS PARA APLICAçãO DAS PROVAS DO CONCURSO PúBLICO PARA CARGOS DE NIVEL SUPERIOR E MEDIO DO DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES - DNIT A SEREM REALIZADAS NO DIA 27/01/2013.";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170009";"ESCOLA DE ADMINISTRACAO FAZENDARIA";"BRASILIA";"01/01/1900";"";"6750,00"
"001052013";"0874300212013dv";"Objeto: Prestacao de servico de telefonia fixa";"Dispensa de Licitação";"Encerrado";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30202";"FUNDACAO NACIONAL DO INDIO";"194033";"COORDENAÇÃO REGIONAL ARAGUAIA TOCANTINS/TO";"PALMAS";"01/01/1900";"";"7,47"
"000042013";"15896720005201315";"Objeto: Atender despesas com contratação de empresa para a prestação de serviços de buffet(fornecimento de lanches-coffe break) nos intervalos dos treinamentos a serem ministrados nesta DRF/BAURU, durante o ano de 2013.";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170135";"DELEGACIA DA RFB EM BAURU";"BAURU";"01/01/1900";"";"7905,00"
"000202013";"23068000636201303";"Objeto: Prestação de serviço em Banca Examinadora de Concurso Público para provimento de cargo de professor de 3º grau, Edital 70/2012.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26234";"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";"153046";"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";"VITORIA";"01/01/1900";"";"1274,64"
"000022013";"11846000009201318";"Objeto: Aquisição de envelopes para atender as necessidades da DRF/Palmas/TO e unidades jurisdicionadas no exercício de 2013";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170271";"DELEGACIA DA RFB EM PALMAS";"PALMAS";"01/01/1900";"";"3840,00"
"001912012";"41.969/2012-12";"Objeto: Pregão Eletrônico -  Implantação do Sistema de Registro de Preços para aquisição parcelada de ração para ratos e camundongos do laboratório do Biotério do Setor de Ciências Biológicas, desta Universidade.";"Pregão - Registro de Preço";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26241";"UNIVERSIDADE FEDERAL DO PARANA";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"CURITIBA";"22/01/2013";"05/02/2013";"0,00"
"000012013";"64624007607201216";"Objeto: Atender despesas com serviços postais e telegráficos para esta UG no corrente ano.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160051";"PARQUE REGIONAL DE MANUTENCAO/10";"FORTALEZA";"01/01/1900";"";"982,00"
"000042013";"11761002217201219";"Objeto: Pagamento de taxa de limpeza pública, incêndio e emolumentos, relativa ao exercíco de 2013, do imóvel utilizado pela PSFN/Campinas/SP - Rua Barão de Jaguara, 945 e Rua Frei Antonio de Pádua, 1.591, em Campinas/SP.";"Inexigibilidade de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170131";"SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/SP";"SAO PAULO";"01/01/1900";"";"6600,00"
"000272013";"23276000053201319";"Objeto: Aquisição de Jar Test para Laboratório Multidisciplinar.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26433";"INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO";"158485";"INST.FED.DO RJ/CAMPUS PINHEIRAL";"PINHEIRAL";"01/01/1900";"";"4090,00"
"003722012";"23039000273201262";"Objeto: Pregão Eletrônico -  Aquisição de Materiais para o Centro de Anatomia Patologica";"Pregão - Registro de Preço";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154106";"HOSPITAL UNIVERSITARIO DE BRASILIA - HUB";"BRASILIA";"14/01/2013";"24/01/2013";"2600,00"
"000082013";"01202000008201395";"Objeto: Aquisição de material de cozinha e gêneros alimenticios.";"Dispensa de Licitação";"Encerrado";"24000";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES";"24000";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES";"240137";"CENTRO DE TECNOLOGIAS ESTRATEG. DO NORDESTE";"RECIFE";"01/01/1900";"31/01/2013";"1144,00"
"000072013";"23153000039201311";"Objeto: Aquisição de ecobag para divulgação do evento II Seminário Integrado das Especializações PROEJA e EPT, a ser realizado nos dias 01 e 02.03.2013, no Ifes - Campus Colatina.";"Dispensa de Licitação";"Retificação";"26000";"MINISTERIO DA EDUCACAO";"26406";"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO";"158272";"INST.FED. ESPIRITO SANTO/CAMPUS COLATINA";"COLATINA";"01/01/1900";"";"5340,00"
"102622013";"23106.010262/2013";"Objeto: Locacao de espaco fisico destinado a realizacao do concurso TRE-RJ/2012.";"Dispensa de Licitação";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154079";"CENTRO DE SEL.E DE PROMOçãO DE EVENTOS";"BRASILIA";"27/02/2013";"";"72160,00"
"000022013";"02/2013";"Objeto: Contratação de serviços de instrução";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160466";"COMANDO 11 BRIGADA INFANTARIA LEVE (GLO)";"CAMPINAS";"01/01/1900";"";"5415,00"
"000042013";"54270000017201339";"Objeto: Atender despesas com Prestação de Serviços com Fornecimento de Agua Potável, para uso da Superintendencia Regional do INCRA/AM, no decorrer do exercicio de 2013.";"Inexigibilidade de Licitação";"Publicado";"20000";"PRESIDENCIA DA REPUBLICA";"22201";"INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA";"373025";"SUPERINTEND.ESTADUAL DO AMAZONAS-INCRA/SR-15";"MANAUS";"14/01/2013";"";"14400,00"
"000032013";"23350000041201354";"Objeto: Seguro de acidentes pessoais para os alunos matriculados no IFC Camboriu. Importancia segurada:R$20.000,00.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26422";"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE";"158460";"IF CATARINENSE - CAMPUS CAMBORIU";"CAMBORIU";"01/01/1900";"";"3445,85"
"000052013";"21172000001201385";"Objeto: Locãção de maquina copiadora";"Dispensa de Licitação";"Encerrado";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ";"130064";"DISTRITO DE METEOROLOGIA DO R.DE JANEIRO";"RIO DE JANEIRO";"01/01/1900";"";"1620,00"
"000092013";"64291001554201310";"Objeto: Serviços Tecnicos Profissionais.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160413";"CMDO 3 DIVISAO DE EXERCITO";"SANTA MARIA";"01/01/1900";"";"1350,00"
"000042013";"0004;160228;2013";"Objeto: Serviço de Comunicação em Geral";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160228";"26 GRUPO DE ARTILHARIA DE CAMPANHA";"GUARAPUAVA";"01/01/1900";"";"400,00"
"000012013";"23136000444201338";"Objeto: Pagamento anual do seguro obrigatório do DPVAT, referente aos veículos pertencentes ao Câmpus Apodi, deste IFRN.";"Inexigibilidade de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26435";"INST.FED.DE EDUC.,CIENC.E TEC.DO RN";"158371";"INST.FED.DO RN/CAMPUS APODI";"APODI";"01/01/1900";"";"1360,22"
"001652012";"012187/2012-57";"Objeto: Pregão Eletrônico -  Registro de preços para aquisição de agulha calibre 25x7,0 hipodérmica e outros para atender o Serviço de Enfermagem do HUCAM.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"MINISTERIO DA EDUCACAO";"26234";"UNIVERSIDADE FEDERAL DO ESPIRITO SANTO";"153047";"HOSPITAL UNIVERSITARIO C. ANTONIO MORAIS/UFES";"VITORIA";"23/01/2013";"06/02/2013";"43320,00"
"000012013";"67540016295201241";"Objeto: Pregão Eletrônico -  Registro de preços, pelo período de 12 (doze) meses, para aquisição de materiais hospitalares para a Subseção de Farmácia da EEAR.";"Pregão - Registro de Preço";"Evento de Adiamento Publicado";"52000";"MINISTERIO DA DEFESA";"52111";"COMANDO DA AERONAUTICA";"120064";"ESCOLA DE ESPECIALISTAS DE AERONAUTICA";"GUARATINGUETA";"18/01/2013";"22/02/2013";"14760,00"
"000162013";"01207000017201336";"Objeto: Aquisição de amostras minerais";"Dispensa de Licitação";"Encerrado";"24000";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES";"24000";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES";"240127";"CENTRO DE TECNOLOGIA MINERAL";"RIO DE JANEIRO";"01/01/1900";"";"4338,82"
"000012013";"23051000703201361";"Objeto: Pagamento de taxa de inscrição no curso do Novo siafi / Cpr via web para a servidora Diana da Silva/Dpor. Conforme memorando de nº 03/2013 DPOR e Processo de nº 23051.000703/2013-61.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26416";"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA";"158135";"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA";"BELEM";"01/01/1900";"";"2199,00"
"000032013";"006/2013";"Objeto: Seguro obrigatório de viaturas administrativas.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160487";"CENTRO DE PREPARACAO OFICIAIS RESERVAS/SP";"SAO PAULO";"01/01/1900";"";"1355,00"
"000012013";"01416000209201204";"Objeto: Pregão Eletrônico -  Contratação de pessoa jurídica especializada na prestação de serviços continuados de operação e manutenção predial do Escritório Central da ANCINE, com fornecimento e materiais, ferramentas e mão-de-obra, em conformidade com as disposições estabelecidas no Termo de Referência - ANEXO I do Edital.";"Pregão";"Evento de Anulação Publicado";"42000";"MINISTERIO DA CULTURA";"20203";"AGENCIA NACIONAL DO CINEMA";"203003";"AGENCIA NACIONAL DO CINEMA";"RIO DE JANEIRO";"08/01/2013";"04/02/2013";"923300,00"
"000022013";"54170000002201307";"Objeto: Contratação da Imprensa Oficial do Estado de Minas Gerais para serviço de publicação de matérias de interesse desta Superintendência Regional em âmbito estadual durante o exercício de 2013.";"Inexigibilidade de Licitação";"Publicado";"20000";"PRESIDENCIA DA REPUBLICA";"22201";"INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA";"373055";"SUPERINTEND.ESTADUAL DE M.GERAIS-INCRA/SR-06";"BELO HORIZONTE";"16/01/2013";"";"20000,00"
"000212013";"64304004717/20131";"Objeto: Fornecimento de água e tratamento de esgoto";"Inexigibilidade de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160193";"COMANDO 10 BRIGADA DE INFANTARIA MOTORIZADA";"RECIFE";"01/01/1900";"";"500,00"
"000012013";"2/2013";"Objeto: Contratação de serviço de seguros em geral";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160362";"3 BATALHAO LOGISTICO";"BAGE";"01/01/1900";"";"1872,36"
"000012013";"52007002489201230";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços de lavagem ecológica de automóveis oficiais pertencentes ao MDIC, conforme especificações constantes no Termo de Referência, Anexo I deste Edital.";"Pregão";"Evento de Resultado de Julgame";"28000";"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS";"28000";"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS";"280101";"COORDENACAO-GERAL DE RECURSOS LOGISTICOS";"BRASILIA";"16/01/2013";"28/01/2013";"72264,00"
"000012013";"67438000286201397";"Objeto: Aquisição de GÁS LIQUEFEITO DE PETROLEO.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52111";"COMANDO DA AERONAUTICA";"120066";"HOSPITAL DE FORÇA AÉREA DE SÃO PAULO";"SAO PAULO";"01/01/1900";"";"7995,00"
"000422013";"64557001358201379";"Objeto: Serviços de cardiologia, consulta e exames complementares cardiologicos (ecocardiograma, ecodopller e eletrocardiograma).";"Inexigibilidade de Licitação";"Publicado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160228";"26 GRUPO DE ARTILHARIA DE CAMPANHA";"GUARAPUAVA";"09/08/2013";"";"50000,00"
"000012013";"15875000001201365";"Objeto: Fornecimento de água canalizada e serviço de esgoto para atender a Delegacia da Receita Federal do Brsil em Araçatuba (Unidade I e II), durante o exercício de 2013.";"Inexigibilidade de Licitação";"Publicado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170134";"DELEGACIA DA RFB EM ARACATUBA";"ARACATUBA";"23/01/2013";"";"120000,00"
"000102013";"00632000224201227";"Objeto: Aquisição de gás de cozinha,gás GLP envasado em botijões tipo P-13, de 13 Kg, para atender a Procuradoria Seccional Federal em Ponta Grossa/PR, para o exercício de 2013.";"Dispensa de Licitação";"Encerrado";"63000";"ADVOCACIA-GERAL DA UNIAO";"63000";"ADVOCACIA-GERAL DA UNIAO - UNIDADES COM VÍNCU";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"PORTO ALEGRE";"01/01/1900";"";"468,00"
"000482012";"67281031947201276";"Objeto: Pregão Eletrônico -  Escolha da proposta mais vantajosa para a contratação de serviço de manutenção e revisão de uma processadora de raios-x marca KODAK e do aparelho de raio-x marca CGR, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos";"Pregão";"Publicado";"52000";"MINISTERIO DA DEFESA";"52111";"COMANDO DA AERONAUTICA";"120080";"BASE AEREA DE ANAPOLIS";"ANAPOLIS";"30/01/2013";"15/02/2013";"19791,00"
"000162013";"00535000199201280";"Objeto: Aquisição de água mineral, sem gás, em bombonas de 20 litros, para o exercício de 2013, para atender as Procuradorias Seccionais da União e Federal em Rio Grande/RS, conforme previsto no Projeto Básico.";"Dispensa de Licitação";"Encerrado";"63000";"ADVOCACIA-GERAL DA UNIAO";"63000";"ADVOCACIA-GERAL DA UNIAO - UNIDADES COM VÍNCU";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"PORTO ALEGRE";"01/01/1900";"";"3840,00"
"558092013";"2013NE00430";"Objeto: Aquisição de material";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26244";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"PORTO ALEGRE";"01/01/1900";"";"420,00"
"000062013";"23223000026201361";"Objeto: Pregão Eletrônico -  Locação de ônibus para eventuais necessidades do campus avançado São João del Rei";"Pregão - Registro de Preço";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"158123";"INST FED EDUC CIENCIA TECNOL SUDESTE MG";"JUIZ DE FORA";"14/01/2013";"25/01/2013";"0,00"
"000072013";"42382879000123";"Objeto: Contratação de empresa especializada e credenciada para prestação de serviços de coleta, transporte, tratamento e disposição final de resíduos sólidos de serviços de saúde pertencentes ao Grupo D (orgânico) e poda e jardinagem.";"Dispensa de Licitação";"Publicado";"52000";"MINISTERIO DA DEFESA";"52131";"COMANDO DA MARINHA";"765720";"HOSPITAL NAVAL MARCILIO DIAS";"RIO DE JANEIRO";"01/02/2013";"";"124560,00"
"000242013";"25000221224201226";"Objeto: Aquisição de 64 fr REPLAGAL 1MG/ML.";"Dispensa de Licitação";"Publicado";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"250005";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"BRASILIA";"30/01/2013";"";"236299,44"
"001972012";"44101000348201286";"Objeto: Pregão Eletrônico -  Aquisição de Livros.";"Pregão";"Evento de Alteração de Resulta";"40000";"MINISTERIO DO TRABALHO";"57280";"EMPRESA DE PROC.DE DADOS DA PREVID.SOCIAL";"238014";"EMPRESA DE TEC, E INFORMACOES DA PREV. SOCIAL";"RIO DE JANEIRO";"18/01/2013";"01/02/2013";"17126,61"
"000012013";"08671002213201227";"Objeto: Revisões da viatura NBN-8626 de 30.000, 45.000, 60.000 e 75.000 Kms, conforme memorando nº 204/NUTRAF.";"Dispensa de Licitação";"Encerrado";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30802";"DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ";"200131";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-RO";"PORTO VELHO";"01/01/1900";"";"8000,00"
"000012013";"0001/2013";"Objeto: Contratação de empresa para prestação de serviço para o 27º GAC";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160375";"27 GRUPO DE ARTILHARIA DE CAMPANHA";"IJUI";"01/01/1900";"";"330,00"
